college_code,college_name,branch_name,category,percentile,merit_rank,round,admission_type
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,GOPEN,92.74,1282,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,GST,76.79,28609,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,GOBC,91.79,1927,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,LOPEN,93.00,1147,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,LSC,91.26,2355,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,LSEBC,88.53,5376,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,EWS,88.84,4977,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GOPEN,94.00,647,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GSC,90.86,2695,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GST,80.06,21009,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GOBC,93.89,698,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GSEBC,92.00,1761,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,LOPEN,94.25,564,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,EWS,94.90,373,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,GOPEN,93.16,1041,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,GSC,89.37,4279,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,GOBC,92.91,1188,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,LOPEN,93.66,784,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,LST,77.31,27376,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,LSEBC,90.00,3533,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,EWS,90.74,2798,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GOPEN,92.67,1329,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GST,79.45,22438,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GOBC,91.50,2157,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GSEBC,90.28,3250,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,LOPEN,91.42,2227,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,LSC,84.83,11282,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,LOBC,88.61,5304,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,EWS,88.79,5052,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GOPEN,91.58,2103,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GSC,88.41,5520,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GOBC,90.94,2606,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GSEBC,89.35,4309,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,LOPEN,92.42,1473,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,LST,80.24,20637,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,EWS,92.42,1472,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,GOPEN,85.92,9407,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,GSC,82.12,16600,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,LOPEN,85.76,9677,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,LOBC,83.61,13581,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,EWS,86.29,8732,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,GOPEN,92.71,1305,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,GST,75.28,32208,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,GOBC,90.73,2820,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LOPEN,88.92,4882,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LSC,80.31,20481,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LOBC,83.88,13101,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LSEBC,84.56,11779,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,EWS,82.47,15868,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Food Technology,GOPEN,73.00,37542,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Food Technology,LOPEN,76.06,30354,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Oil and Paints Technology,GOPEN,87.00,7654,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Oil and Paints Technology,LOPEN,66.70,49945,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Petro Chemical Engineering,GOPEN,56.30,57326,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GOPEN,87.37,7057,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GSC,84.21,12398,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GNTA,82.47,15876,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GOBC,84.79,11377,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GSEBC,87.05,7543,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LOPEN,86.26,8806,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LSC,83.58,13676,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LST,76.32,29751,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LNTC,76.26,29886,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,PWDR-SC,75.85,30859,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,EWS,74.81,34095,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,GOPEN,89.37,4302,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,GST,74.00,35276,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,GOBC,87.77,6425,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LOPEN,87.77,6418,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LSC,84.81,11319,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LOBC,87.77,6420,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LSEBC,83.83,13187,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,EWS,82.11,16640,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,PWDR-OBC,76.39,29618,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GOPEN,88.22,5821,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GSC,84.83,11289,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GNTB,87.63,6639,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GNTD,81.39,18149,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GOBC,88.06,6031,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GSEBC,85.61,9917,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,LOPEN,87.24,7245,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,LOBC,85.94,9331,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,EWS,76.89,28351,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,LST,75.00,32963,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,GOPEN,87.29,7165,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,GOBC,84.35,12119,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,LOPEN,87.53,6794,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,LSC,79.60,22158,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,LSEBC,82.94,14905,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,EWS,78.71,24188,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GOPEN,81.79,17289,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GSC,77.08,27919,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GST,65.28,51931,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GNTA,79.75,21771,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GNTC,74.97,33866,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GOBC,80.05,21098,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GSEBC,78.36,24993,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LOPEN,74.97,34009,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LSC,69.60,44857,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LOBC,72.22,39330,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LSEBC,66.46,50297,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,EWS,63.85,53466,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LSC,75.79,31018,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LNTB,81.59,17747,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LNTD,75.69,31270,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,GOPEN,90.86,2682,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,GST,76.23,29972,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,GOBC,90.47,3034,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,LOPEN,91.49,2159,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,LSC,84.46,11967,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,LSEBC,89.33,4323,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,EWS,91.03,2528,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,GOPEN,90.06,3484,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,GSC,86.17,8971,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,GSEBC,88.46,5464,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,LOPEN,91.66,2027,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,LOBC,90.58,2928,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,EWS,84.40,12061,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GOPEN,89.33,4329,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GST,66.28,50576,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GNTA,77.94,25978,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GOBC,88.94,4860,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],LOPEN,88.28,5747,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],LSC,83.83,13159,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],LSEBC,71.56,40792,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],EWS,81.50,17916,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GOPEN,88.29,5718,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GSC,82.65,15513,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GNTC,87.00,7642,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GOBC,87.78,6410,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LOPEN,88.47,5436,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LNTB,75.59,31538,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LOBC,87.65,6613,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LSEBC,87.65,6609,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,EWS,83.24,14352,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,GOPEN,85.32,10411,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,GOBC,81.44,18022,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,GSEBC,78.72,24171,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,LOPEN,81.79,17283,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,LSC,74.46,34220,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,EWS,76.21,30018,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GOPEN,86.68,8142,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GSC,83.05,14725,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GST,71.16,41691,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GNTA,76.16,30137,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GOBC,85.11,10814,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GSEBC,79.74,21801,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LOPEN,86.42,8528,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LSC,81.53,17871,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LOBC,84.00,12858,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,DEFR-OBC,80.74,19582,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,EWS,57.84,56959,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LNTC,82.58,15648,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,PWDR-OBC,84.53,11797,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GOPEN,89.66,3961,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GSC,87.47,6879,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GST,78.23,25336,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTB,84.11,12614,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTC,84.88,11215,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTD,79.09,23290,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GOBC,89.54,4070,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GSEBC,84.34,12137,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LOPEN,92.74,1280,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LSC,87.53,6788,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LOBC,89.87,3729,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,EWS,83.49,13855,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GOPEN,88.51,5395,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GSC,82.13,16581,CAP1,DIRECT_SECOND_YEAR_ENGINEERING
